id_mov;ONG;proyecto
555;Schuster-Kub;Nuveen Connecticut Quality Municipal Income Fund
556;Corkery-Corwin;CenterPoint Energy, Inc.
557;Shields ;Las Pataguas
558;Rowe-Wisoky;Diana Shipping inc.
559;Leffler Group;Cabot Corporation
560;Walsh ;Nuveen Municipal High Income Opportunity Fund
561;Reichert-Hermiston;Cosayach - Negreiros
562;Hintz-Donnelly;Los Bronces
563;Kunze-Ernser;Chimborazo
564;Murphy-Yundt;Spark Energy, Inc.
565;Hickle, Mertz And Harris;Dynex Capital, Inc.
566;Renner-Erdman;HCA Healthcare, Inc.
567;Satterfield, Torp And O'Kon;El Soldado
568;Luettgen-Satterfield;Lions Gate Entertainment Corporation
569;Rath Inc;China Mobile (Hong Kong) Ltd.
570;Hahn And Sons;Merus Labs International Inc.
571;Kub Group;3M Company
572;Tromp ;Waste Management, Inc.
573;Harvey And Sons;Envision Healthcare Corporation
574;Kuhlman Group;First Trust South Korea AlphaDEX Fund
575;Yundt Group;Vina Concha Y Toro
576;Sawayn Inc;The Travelers Companies, Inc.
577;Veum, Ritchie And Crist;Fidus Investment Corporation
578;Kulas-Crist;Manto Verde
579;Zieme-Metz;FairPoint Communications, Inc.
580;Aeal;Rush Enterprises, Inc.
581;King, Stroman And Flatley;AGCO Corporation
582;Bins Group;Cogentix Medical, Inc.
583;Aufderhar ;La Marcelina
584;Wunsch-Larson;Tootsie Roll Industries, Inc.
585;Johns-Wolff;HollyFrontier Corporation
586;Bayer-Bashirian;Great Elm Capital Corp.
587;Murphy-Yundt;PrivateBancorp, Inc.
588;Conroy Group;Georgia Power Company
589;Dare, O'Conner And Mohr;ILG, Inc
590;Waelchi-Bashirian;Westbury Bancorp, Inc.
591;Gutkowski, Kuhlman And Purdy;PowerShares BuyBack Achievers Portfolio
592;Bosco-Lockman;El Volcán
593;Hettinger-Lynch;Fair Isaac Corporation
594;Feest-Graham;JM Global Holding Company
595;Mckenzie, Lynch And Reinger;Chunghwa Telecom Co., Ltd.
596;Klein-Bartoletti;Destination XL Group, Inc.
597;Harber Inc;Abeona Therapeutics Inc.
598;Adane;Apollo Senior Floating Rate Fund Inc.
599;Mcclure ;SQM Salar
600;Wunsch, Barrows And Hoeger;Double Eagle Acquisition Corp.
601;Jenkins-Dicki;EQT Corporation
602;D'Amore And Sons;Inacesa - El Jilguero
603;Mann, Walsh And Dickinson;Portola Pharmaceuticals, Inc.
604;Upton, Boehm And Haag;Dupont Fabros Technology, Inc.
605;Runte, Baumbach And Runte;Arista Networks, Inc.
606;Fay, Hyatt And Rolfson;Data Processing
607;Wilderman-Leannon;Linderos
608;Maggio-O'Keefe;Las Cenizas
609;Afesip;Meridian Waste Solutions, Inc
610;Anderson-Orn;Silicon Laboratories, Inc.
611;Hudson-Mayer;Gilat Satellite Networks Ltd.
612;Aeal;CoreSite Realty Corporation
613;Gutkowski-Bartoletti;BLDRS Developed Markets 100 ADR Index Fund
614;Feest-Graham;Quiborax
615;Jenkins Group;Marte Lobo
616;Feil-Nikolaus;Novelion Therapeutics Inc.
617;Franecki-Beahan;Cabot Corporation
618;Wolff, Russel And Ankunding;Under Armour, Inc.
619;Satterfield And Sons;Schwager
620;Franecki ;LTC Properties, Inc.
621;Nolan, Renner And Lesch;Northrop Grumman Corporation
622;Howe-Kreiger;Fidus Investment Corporation
623;Goldner-Botsford;Dynex Capital, Inc.
624;Adem;Tuina
625;Quitzon Inc;Manantial
626;Wunsch-Larson;Tres Valles
627;Gusikowski-Bechtelar;U.S. Energy Corp.
628;Barrows Group;Ashford Hospitality Prime, Inc.
629;Herman-Graham;San José
630;Macgyver-Hegmann;Esperanza
631;Feest-Graham;Garrison Capital Inc.
632;Auer-Ryan;Romeral
633;Kertzmann Group;El Salvador
634;Altenwerth, Ebert And Mitchell;SQM - Pampa Blanca
635;Gulgowski Inc;EQT Corporation
636;Hauck-Metz;First Financial Bankshares, Inc.
637;Johnston And Sons;Refugio
638;Hilll-Lemke;UMH Properties, Inc.
639;Feil, Lehner And Krajcik;Pupunahue
640;Hirthe Group;Georgia Power Company
641;Heathcote, Schinner And Walker;Las Luces
642;Kerluke-Yundt;VictoryShares US 500 Enhanced Volatility Wtd ETF
643;Leannon-Brekke;Blackstone GSO Long Short Credit Income Fund
644;Miller ;Bronce de Petorca
645;Zieme And Sons;Hub Group, Inc.
646;Johnson, Batz And Davis;Diana Shipping inc.
647;Weissnat Inc;Cummins Inc.
648;Davis Inc;PureFunds ETFx HealthTech ETF
649;Lebsack-Senger;Comcast Corporation
650;Goodwin, Cremin And Raynor;Gladstone Commercial Corporation
651;África Esperanza;Alhué
652;Lind-Schuppe;American Homes 4 Rent
653;Weimann And Sons;Caupolicán
654;Koch, Feil And Spencer;Caserones
655;Jerde-Lowe;Clear Channel Outdoor Holdings, Inc.
656;Abshire, Crooks And Kassulke;Kopin Corporation
657;Waelchi, Dare And Rolfson;LTC Properties, Inc.
658;Kohler And Sons;Lenga
659;Stracke-Mayer;ENGlobal Corporation
660;Powlowski, Kohler And Deckow;Kite Realty Group Trust
661;Hickle Group;El Peñón
662;Howe-Kreiger;Blackhawk Network Holdings, Inc.
663;Cremin And Sons;Celgene Corporation
664;O'Reilly, Romaguera And Bode;SAP SE
665;Friesen, Friesen And Hodkiewicz;El Soldado
666;Dibbert And Sons;Unisys Corporation
667;Kozey Inc;Chunghwa Telecom Co., Ltd.
668;Kovacek-Dietrich;AGCO Corporation
669;Swaniawski-Sawayn;Lota
670;Schmitt-Mckenzie;First Hawaiian, Inc.
671;Thiel Group;Bright Scholar Education Holdings Limited
672;Bosco-Kuhn;PIMCO Dynamic Credit and Mortgage Income Fund
673;Sauer-Stoltenberg;Azul S.A.
674;Reinger-Bosco;Spark Energy, Inc.
675;Johns, Wisozk And Johnson;Mirna Therapeutics, Inc.
676;Gleichner And Sons;Kopin Corporation
677;Dare, Hessel And Mckenzie;Avenue Therapeutics, Inc.
678;King Group;Pinatolca
679;Barrows-Dibbert;Pinnacle Financial Partners, Inc.
680;Schuppe Group;Chuquicamata
681;Ritchie Group;Las Pataguas
682;Kuvalis, Bauch And Schumm;Hub Group, Inc.
683;Gusikowski, Luettgen And Cremin;Nuveen Michigan Quality Municipal Income Fund
684;Lowe, Streich And Purdy;Virco Manufacturing Corporation
685;Cassin-Jerde;SQM - Pampa Blanca
686;Walter-Littel;Urstadt Biddle Properties Inc.
687;Jenkins Group;First Financial Bankshares, Inc.
688;Bashirian, Greenholt And Russel;Ceragon Networks Ltd.
689;Gleichner, Waelchi And Douglas;Zion Oil & Gas Inc
690;Keebler ;United Microelectronics Corporation
691;Okuneva Inc;CoreSite Realty Corporation
692;Cremin-Jenkins;Evolving Systems, Inc.
693;Thiel And Sons;BLDRS Developed Markets 100 ADR Index Fund
694;Dooley Group;Janus Henderson Small Cap Growth Alpha ETF
695;Reichert-Deckow;Neff Corporation
696;Collins, Murray And O'Reilly;Choquelimpie
697;Brakus Group;Laguna Siren
698;Mckenzie, Lynch And Reinger;Nuveen Energy MLP Total Return Fund
699;Smith-Schowalter;Alliance National Municipal Income Fund Inc
700;Morar-Schoen;West Corporation
701;Grimes, Leuschke And Huel;Antucoya
702;Veum, Gislason And Morar;Zaldívar
703;Adane;AGCO Corporation
704;Buckridge, Okuneva And Keebler;The Community Financial Corporation
705;Jenkins-Kemmer;Candelaria
706;Schaden, Cronin And Bernier;U.S. Energy Corp.
707;King, Gusikowski And Mosciski;Chuquicamata
708;Jacobs Group;Nuveen Energy MLP Total Return Fund
709;Paucek Group;Pinnacle Financial Partners, Inc.
710;Deckow And Sons;Littelfuse, Inc.
711;Gleason ;AmerisourceBergen Corporation (Holding Co)
712;Pouros, Koch And Wiza;PDF Solutions, Inc.
713;Yundt Group;International Seaways, Inc.
714;Gleichner, Waelchi And Douglas;Cóndor
715;Jakubowski ;Gray Television, Inc.
716;Cassin, Grant And Pfannerstill;El Volcán
717;Klein Group;Container Store (The)
718;Connelly-Maggio;Western Alliance Bancorporation
719;Corkery, Roberts And Leffler;Ashford Hospitality Prime, Inc.
720;Keeling, Kilback And Mcdermott;La Marcelina
721;Zieme ;Tootsie Roll Industries, Inc.
722;Collier-Anderson;Yahoo! Inc.
723;Crona, Olson And Abbott;iPath US Treasury Long Bond Bear ETN
724;Grady, Mitchell And Lindgren;Western New England Bancorp, Inc.
725;Luettgen, Watsica And Kutch;National American University Holdings, Inc.
726;Wiegand ;Marine Petroleum Trust
727;Corkery-Halvorson;Evolving Systems, Inc.
728;Bernier, Leuschke And Towne;Fertón
729;Ratke, Connelly And Ward;Radomiro Tomic
730;Beer, Zieme And Huels;Westpac Banking Corporation
731;Volkman-Conn;Nuveen Energy MLP Total Return Fund
732;Bahringer-Lehner;Novelion Therapeutics Inc.
733;Abbott ;B.O.S. Better Online Solutions
734;Boehm-Dooley;El Teniente
735;Williamson, Lindgren And Cummerata;Gladstone Commercial Corporation
736;Zieme-Metz;Inseego Corp.
737;Bradtke-Wilkinson;SCL Chemetall
738;Jacobson Group;Dos Amigos
739;Kunze-Welch;PrivateBancorp, Inc.
740;Legros Group;Lambert
741;Terry Inc;CMP - El Laco
742;Nader, Dietrich And Frami;Las Pataguas
743;Oberbrunner, Cremin And Gislason;Dynex Capital, Inc.
744;Stiedemann-Wuckert;Cerro Imán
745;Morissette, Christiansen And Collins;Old Republic International Corporation
746;Kling, Barrows And Rau;Caupolicán
747;Reinger-Bosco;Cowen Inc.
748;Kuhlman, Bashirian And Abbott;Bed Bath & Beyond Inc.
749;Paucek ;BLDRS Asia 50 ADR Index Fund
750;Hammes-Conn;PDF Solutions, Inc.
751;Schoen And Sons;Park-Ohio Holdings Corp.
752;Lakin-Osinski;JM Global Holding Company
753;Mueller-Simonis;PrivateBancorp, Inc.
754;Williamson-Littel;Cohen & Steers Reit and Preferred Income Fund Inc
755;Conroy-Howe;Choquelimpie
756;Kutch, Rodriguez And Hettinger;La Coipa
757;Jacobi-Bergnaum;L.B. Foster Company
758;Adams-Hickle;Ellie Mae, Inc.
759;Cassin And Sons;JM Global Holding Company
760;Keeling, Bruen And Greenholt;Ministro Hales
761;Shields ;Safe Bulkers, Inc
762;Pouros Group;LM Funding America, Inc.
763;Welch ;Escondida
764;Barrows-Sauer;SQM - Pedro de Valdivia
765;Pfannerstill, Powlowski And Kreiger;SAP SE
766;Langworth-Osinski;SQM - Pampa Blanca
767;Stoltenberg ;Blackstone GSO Long Short Credit Income Fund
768;Quitzon Inc;Isla Riesco
769;Mcglynn ;CMP - Boquerón Chañar
770;Champlin-Murphy;PowerShares Nasdaq Internet Portfolio
771;Williamson, Lindgren And Cummerata;Independence Holding Company
772;Wehner-Jenkins;JA Solar Holdings, Co., Ltd.
773;Luettgen-Satterfield;United States Cellular Corporation
774;Mcclure, Klocko And Wyman;Dorado
775;Mcdermott ;Hub Group, Inc.
776;Raynor-Oberbrunner;PowerShares Nasdaq Internet Portfolio
777;Jerde-Bauch;Andacollo Cobre
778;Schuppe Group;Impax Laboratories, Inc.
779;Gulgowski-Spinka;Cowen Inc.
780;Wiegand Group;PTC Inc.
781;Reichert And Sons;Diamond Hill Investment Group, Inc.
782;Kunze-Welch;Edge Therapeutics, Inc.
783;Wunsch Group;Biocept, Inc.
784;Keebler-Stark;DRDGOLD Limited
785;Steuber, Rutherford And Upton;Tata Motors Ltd
786;Prohaska-Brakus;La Patagua
787;Kunde-Lowe;Sportsman's Warehouse Holdings, Inc.
788;Cremin, Klocko And Thiel;Anheuser-Busch Inbev SA
789;Mertz, Greenholt And Lind;Appliance Recycling Centers of America, Inc.
790;Jakubowski ;Lions Gate Entertainment Corporation
791;Dibbert, Mckenzie And Cronin;Pampa Camarones
792;Adavas;La Picarda
793;Bahringer Inc;West Corporation
794;Bode ;Idera Pharmaceuticals, Inc.
795;Koch ;Drive Shack Inc.
796;Abbott ;Texas Pacific Land Trust
797;Reichert-Deckow;CVS Health Corporation
798;Bins, Ortiz And Bogan;Tootsie Roll Industries, Inc.
799;Pfeffer, Durgan And Hayes;Mirna Therapeutics, Inc.
800;Jerde, Veum And Orn;Clifton Bancorp Inc.
801;Hudson-Mayer;Arenal
802;Wunsch-Larson;PrimeEnergy Corporation
803;Kling, Barrows And Rau;Gabriela Mistral
804;Predovic Inc;MasTec, Inc.
805;Grimes, Leuschke And Huel;AbbVie Inc.
806;Little-Weber;Cerro Negro
807;Watsica-Morissette;3M Company
808;Reinger, Keeling And Nienow;JM Global Holding Company
809;Leannon-Brekke;Vectrus, Inc.
810;Skiles, Bauch And Rippin;Victoria
811;Leannon-Brekke;Argos Therapeutics, Inc.
812;Hickle, Beatty And Gleichner;Pepsico, Inc.
813;Rolfson-Bashirian;FTI Consulting, Inc.
814;Considine-Weimann;LTC Properties, Inc.
815;Predovic Inc;Brookfield Global Listed Infrastructure Income Fund
816;Abshire Inc;Kayne Anderson Energy Total Return Fund, Inc.
817;Green-Cruickshank;Diana Shipping inc.
818;Feil-Reilly;Pepsico, Inc.
819;Schaden, Wehner And Price;Laguna Siren
820;Tillman, Brakus And Padberg;El Abra
821;Johnston And Sons;Dynatronics Corporation
822;Kihn, Orn And Farrell;Pupunahue
823;Hintz-Donnelly;Northern Trust Corporation
824;Feil, Lehner And Krajcik;Pampa Camarones
825;Medhurst-Jones;Destination XL Group, Inc.
826;Connelly-Maggio;Jerónimo
827;Rath Group;Northern Trust Corporation
828;Osinski-Kunze;Gabelli Equity Trust, Inc. (The)
829;Dare, O'Conner And Mohr;Nustar GP Holdings, LLC
830;Witting-Ernser;Nuveen AMT-Free Municipal Value Fund
831;Bosco-Kiehn;Tata Motors Ltd
832;Barton-Connelly;San Gerónimo
833;Gottlieb Inc;Linderos
834;Roob, Windler And Weimann;SQM - María Elena
835;Afimu;Investors Bancorp, Inc.
836;Wiza, Price And Jaskolski;Tata Motors Ltd
837;Johns, Kessler And Balistreri;VictoryShares US 500 Enhanced Volatility Wtd ETF
838;Carroll-Mcclure;Royal Caribbean Cruises Ltd.
839;Dibbert And Sons;Haldeman - Sagasca
840;Hintz-Donnelly;Entegra Financial Corp.
841;Jerde And Sons;Urstadt Biddle Properties Inc.
842;Simonis Inc;BLDRS Developed Markets 100 ADR Index Fund
843;Goldner-Klocko;3M Company
844;Will And Sons;Georgia Power Company
845;Luettgen, Watsica And Kutch;Arenal
846;Lebsack-Senger;Avon Products, Inc.
847;Wintheiser ;National American University Holdings, Inc.
848;Bins, Ortiz And Bogan;Arenal
849;Prohaska-Lueilwitz;Zion Oil & Gas Inc
850;Hand And Sons;TC PipeLines, LP
851;Kassulke, Hamill And Luettgen;Abeona Therapeutics Inc.
852;Jenkins And Sons;Sierra Gorda
853;Gutmann, Schamberger And Witting;China Lodging Group, Limited
854;África-Edusa;Hamilton Lane Incorporated
855;Stark Inc;Refugio
856;Heller, Bradtke And Stoltenberg;Cerro Negro
857;Braun-Eichmann;Zion Oil & Gas Inc
858;Rutherford-Becker;Dynex Capital, Inc.
859;Zemlak And Sons;United Microelectronics Corporation
860;Rau, Ryan And Lueilwitz;Ceragon Networks Ltd.
861;Willms-Jacobson;AMC Entertainment Holdings, Inc.
862;Hills Inc;UMH Properties, Inc.
863;Aecc;Nustar GP Holdings, LLC
864;Crona, Schmeler And Greenfelder;PrimeEnergy Corporation
865;Dooley, Lindgren And Kub;AbbVie Inc.
866;Kub-Dibbert;Jerónimo
867;Dubuque, Gaylord And Cole;Linderos
868;Willms-Ondricka;Radomiro Tomic
869;Auer-Ryan;Independence Holding Company
870;Adela Eh;Kilroy Realty Corporation
871;Sawayn Inc;PDF Solutions, Inc.
872;Rutherford Group;El Soldado
873;Nolan, Reynolds And Waters;Isla Guarello
874;Macejkovic, Gusikowski And Keeling;Nuveen AMT-Free Municipal Value Fund
875;Afrikable Ongd;First Trust Multi-Asset Diversified Income Index Fund
876;Cassin Group;Brookfield Global Listed Infrastructure Income Fund
877;Ritchie Group;PIMCO Dynamic Credit and Mortgage Income Fund
878;Bradtke And Sons;Pure Cycle Corporation
879;Schowalter, Johnson And Kerluke;Cerro Blanco
880;Considine-Weimann;Eagle Bulk Shipping Inc.
881;Cremin-Jenkins;Peabody Energy Corporation
882;Champlin-Murphy;Westpac Banking Corporation
883;Wilkinson, Prosacco And Kilback;Voya Global Equity Dividend and Premium Opportunity Fund
884;Herzog, Grimes And Jast;Everspin Technologies, Inc.
885;Rippin, Huel And Mccullough;Western Alliance Bancorporation
886;Hickle, Beatty And Gleichner;United States Cellular Corporation
887;Pouros, Bradtke And Monahan;SQM - María Elena
888;Dare, Hessel And Mckenzie;DRDGOLD Limited
889;King ;Data Processing
890;Aufderhar-Mitchell;Bed Bath & Beyond Inc.
891;Cassin Group;La Picarda
892;Murray-Braun;Arch Capital Group Ltd.
893;Wehner-Jenkins;Los Pelambres
894;Feil-Reilly;Johnson & Johnson
895;Hudson-Mayer;SAP SE
896;Ledner, Skiles And Emard;support.com, Inc.
897;Mcglynn ;Fertón
898;Simonis, Roberts And Frami;Dupont Fabros Technology, Inc.
899;Johnson, Batz And Davis;Chegg, Inc.
900;Hills Inc;Cabot Corporation
901;Senger Group;Gabriela Mistral
902;Bednar-Flatley;Stamps.com Inc.
903;Zboncak Inc;First Trust Nasdaq Retail ETF
904;Adams-Hickle;Ashford Hospitality Prime, Inc.
905;Swaniawski-Kutch;XO Group, Inc.
906;África Viva;Las Luces
907;Erdman, Graham And Yost;Torchmark Corporation
908;Goldner-Botsford;Arista Networks, Inc.
909;Bednar-Crist;Lota
910;Schimmel-Murray;Abeona Therapeutics Inc.
911;Dicki ;Faride
912;Mertz Inc;AMC Entertainment Holdings, Inc.
913;Kuhn-Herzog;Radomiro Tomic
914;Murphy-Kunde;Natl Westminster Pfd
915;Dooley, Jerde And Kshlerin;The Community Financial Corporation
916;Ziemann ;The Travelers Companies, Inc.
917;Hickle Group;Salesforce.com Inc
918;Hane, Wyman And Rempel;Under Armour, Inc.
919;Upton-O'Keefe;FSB Bancorp, Inc.
920;Waters, Conroy And Dibbert;Clifton Bancorp Inc.
921;Lubowitz Group;The9 Limited
922;Johns, Kessler And Balistreri;VictoryShares US 500 Enhanced Volatility Wtd ETF
923;Adem;Entegra Financial Corp.
924;Senger-Bogisich;Check-Cap Ltd.
925;Connelly-Ruecker;Kopin Corporation
926;Maggio, Franecki And Batz;ENGlobal Corporation
927;Morissette, Christiansen And Collins;Ocular Therapeutix, Inc.
928;Paucek ;Manto Verde
929;Macgyver Inc;Northrop Grumman Corporation
930;Rowe-Wisoky;SQM - Pampa Blanca
931;Gorczany-Nienow;Fair Isaac Corporation
932;Schaden, Homenick And Gutkowski;Janus Henderson Small Cap Growth Alpha ETF
933;Flatley Group;Texas Pacific Land Trust
934;Bruen, Macgyver And Deckow;Microsemi Corporation
935;África Viva;First Trust Multi-Asset Diversified Income Index Fund
936;Gorczany, Lindgren And Smitham;Sierra Oncology, Inc.
937;Rippin-Effertz;Caleta El Cobre
938;Bosco-Kuhn;First Trust Nasdaq Retail ETF
939;Johnston-Rath;FSB Bancorp, Inc.
940;Hoppe-Wolf;Aircastle Limited
941;Zemlak, Cruickshank And Boehm;HD Supply Holdings, Inc.
942;Maggio-Kuvalis;Impax Laboratories, Inc.
943;Miller-Luettgen;West Corporation
944;Schiller Inc;Pascua
945;Rutherford Group;CoreSite Realty Corporation
946;Roob, Windler And Weimann;VictoryShares US 500 Enhanced Volatility Wtd ETF
947;Roberts Group;Biglari Holdings Inc.
948;Bins, Ortiz And Bogan;Yahoo! Inc.
949;Little-Murazik;Diamond Hill Investment Group, Inc.
950;Skiles, Bauch And Rippin;Ojos del Salado
951;Adane;LTC Properties, Inc.
952;Moen, Koss And Paucek;Clear Channel Outdoor Holdings, Inc.
953;Wintheiser ;3M Company
954;Rowe-Wisoky;III de Atacama Minerals - Aguas Blancas
955;Quitzon-Stark;Kamada Ltd.
956;Franecki ;Western Alliance Bancorporation
957;Orn, Conn And Jakubowski;Regal Entertainment Group
958;Abshire, Crooks And Kassulke;Eagle Bulk Shipping Inc.
959;Wisozk-Goyette;Enel Generacion Chile S.A.
960;Grant And Sons;Old Republic International Corporation
961;Grimes, Leuschke And Huel;Comcast Corporation
962;Bartoletti-Dickinson;Las Piedras
963;Mohr, Monahan And Hermiston;Johnson & Johnson
964;Terry ;Cabot Corporation
965;Zieme ;Cohen & Steers Reit and Preferred Income Fund Inc
966;Kilback Inc;Clear Channel Outdoor Holdings, Inc.
967;Quitzon Inc;NVIDIA Corporation
968;Mckenzie, Lynch And Reinger;Aircastle Limited
969;Runolfsdottir And Sons;Arlington Asset Investment Corp
970;Cassin-Jerde;Entercom Communications Corporation
971;Williamson, Lindgren And Cummerata;Pure Cycle Corporation
972;Halvorson, Mcclure And Skiles;LTC Properties, Inc.
973;Wilkinson, Prosacco And Kilback;BLDRS Developed Markets 100 ADR Index Fund
974;Runolfsdottir-Prosacco;Appliance Recycling Centers of America, Inc.
975;Hammes-Conn;SAP SE
976;Hauck-Metz;Moog Inc.
977;Jaskolski Inc;KT Corporation
978;Walter Group;CMP - Cerro Negro Norte
979;Hills Inc;Arenal
980;Smith-Schowalter;Moog Inc.
981;Watsica, Spencer And Weissnat;Northrop Grumman Corporation
982;Turcotte, Stark And Hauck;Pampa Camarones
983;Fisher, Cummings And Rowe;III de Atacama Kozan
984;Mohr, Monahan And Hermiston;Fertón
985;Lindgren, Barrows And Goodwin;Meridian Waste Solutions, Inc
986;Blanda-Gislason;Mantos Blancos
987;Shields, Wintheiser And Boyle;Cleveland BioLabs, Inc.
988;Nader-Kutch;L.B. Foster Company
989;Moore-Lueilwitz;Cosayach - Negreiros
990;Zulauf Group;Special Opportunities Fund Inc.
991;Runolfsdottir-Emard;Credit Acceptance Corporation
992;Dicki ;Los Bronces
993;Vonrueden-Miller;Cerro Colorado
994;King, Gusikowski And Mosciski;Franklin Financial Network, Inc.
995;Kuphal And Sons;RiverNorth Opportunities Fund, Inc.
996;Mueller-Simonis;Spark Energy, Inc.
997;Leffler-Durgan;Candelaria
998;Mckenzie, Lynch And Reinger;Fertón
999;Hoppe-Wolf;Altamira
1000;Kuhn, Reinger And Zulauf;Silicon Motion Technology Corporation
1001;Ziemann-Trantow;Tata Motors Ltd
1002;Wehner And Sons;Janus Henderson Small Cap Growth Alpha ETF
1003;Waters Group;Haldeman - Sagasca
1004;Marvin-Sipes;Mantos de la Luna
1005;Adane;China Cord Blood Corporation
1006;Sporer Inc;Financial Engines, Inc.
1007;Smitham-Hickle;Jerónimo
1008;Wiza, Price And Jaskolski;Virco Manufacturing Corporation
1009;Bruen, Cruickshank And Blick;María Elisa
1010;Hettinger-Nolan;Andes Travertine
1011;King ;Las Cenizas
1012;Jaskolski Inc;Clifton Bancorp Inc.
1013;Buckridge Group;Cambrex Corporation
1014;Jenkins-Kemmer;Dorado
1015;Sauer-Stoltenberg;Peapack-Gladstone Financial Corporation
1016;Rolfson And Sons;Cosayach - Soledad
1017;O'Reilly-Hilll;Littelfuse, Inc.
1018;Nienow ;Iván
1019;Muller, Reichert And Grimes;Marine Petroleum Trust
