rid,oid
697,235
697,504
698,891
698,560
698,470
698,237
698,59
698,932
699,383
699,25
699,879
699,255
699,102
700,708
700,497
701,336
701,224
701,337
701,283
701,38
701,153
701,831
702,364
702,488
702,892
702,646
702,595
703,74
703,57
703,795
703,248
703,709
703,419
704,448
704,298
704,605
704,163
704,837
704,405
705,82
705,421
705,884
705,395
705,651
705,971
706,360
706,149
706,828
706,429
707,293
707,721
707,941
708,229
708,972
708,736
708,899
708,267
708,578
709,541
709,570
709,84
709,368
710,401
710,641
710,519
710,307
710,534
711,86
711,793
712,698
712,973
712,755
712,163
712,880
713,561
713,209
713,822
713,551
714,88
714,927
714,458
714,759
714,974
714,670
715,136
715,945
715,715
715,316
715,450
716,323
716,679
716,116
716,975
716,279
716,210
717,118
717,421
717,338
717,598
717,291
717,11
717,556
717,182
717,435
718,356
718,499
718,590
718,814
718,838
718,363
718,370
718,47
719,903
719,85
719,449
719,335
719,439
720,785
720,761
720,53
720,783
721,114
721,57
721,857
721,918
721,406
722,949
722,669
723,785
723,637
723,265
723,385
723,567
723,309
724,425
724,460
724,90
724,962
724,283
725,583
725,154
725,747
725,284
725,886
726,195
726,532
726,888
726,555
726,582
726,506
726,769
727,921
727,352
727,796
727,485
727,233
727,526
727,587
728,440
728,309
728,132
728,784
728,40
728,381
728,922
729,885
729,40
729,668
729,24
729,107
730,136
730,281
730,266
730,944
730,770
731,900
731,241
732,583
732,598
732,944
732,920
732,38
733,774
733,453
733,152
733,10
733,907
734,264
734,738
734,465
734,319
734,971
734,511
734,94
735,976
735,277
735,977
735,94
735,905
736,440
736,681
736,354
736,783
736,670
737,613
737,681
737,299
737,608
737,880
737,355
738,475
738,484
738,767
738,353
738,696
738,580
739,499
739,836
739,788
739,614
739,251
740,553
740,392
741,978
741,832
741,341
741,770
742,254
742,536
742,185
742,67
742,447
742,235
743,794
743,768
743,615
743,249
743,93
744,587
744,891
744,531
744,354
744,656
744,734
744,141
744,521
745,411
745,249
745,502
745,331
745,239
745,417
745,95
746,378
746,578
746,659
746,252
746,752
746,923
746,34
747,240
747,598
747,650
748,451
748,389
748,762
748,929
748,918
749,6
749,979
749,903
749,403
749,169
750,780
750,927
750,709
750,720
750,859
750,438
751,558
751,911
751,636
751,208
751,542
751,16
751,825
752,191
752,712
752,143
752,317
752,163
752,837
752,933
753,88
753,219
753,334
753,253
753,183
753,953
754,774
754,424
754,964
755,222
755,383
755,469
755,488
755,980
755,111
756,44
756,758
756,698
756,598
756,304
756,614
756,125
756,315
757,88
757,240
757,606
757,418
757,165
757,429
758,782
758,372
759,378
759,229
759,598
759,886
760,583
760,919
760,729
760,491
760,690
761,103
761,851
761,563
761,659
761,370
761,902
762,826
762,477
762,368
762,555
762,557
762,711
762,61
763,457
763,389
763,248
763,370
763,13
764,318
764,799
764,549
764,868
765,970
765,486
765,885
765,774
765,865
765,939
765,446
765,429
766,287
766,954
766,537
766,100
766,789
766,442
767,826
767,477
767,669
768,800
768,537
768,224
768,952
769,818
769,486
769,513
769,404
770,483
770,876
770,763
770,580
770,504
771,921
771,318
771,411
771,543
771,113
772,453
772,758
772,213
772,867
773,913
773,387
773,253
773,19
773,284
773,122
773,624
773,113
774,974
774,311
774,319
774,413
774,72
774,769
775,342
775,723
775,395
776,763
776,125
776,369
776,936
776,29
776,907
776,856
777,840
777,561
777,294
777,65
777,73
778,241
778,313
778,981
778,532
779,896
779,940
779,394
779,445
779,643
779,930
780,896
780,8
780,699
781,530
781,716
781,885
781,848
781,6
781,745
781,857
781,949
782,400
782,317
782,790
783,409
783,680
783,738
783,286
783,52
783,443
783,200
784,457
784,459
784,594
784,468
784,755
784,873
784,405
785,247
785,719
785,250
785,73
785,54
785,417
786,46
786,77
786,4
787,714
787,547
787,542
787,528
787,205
788,943
788,196
788,352
788,121
788,80
788,81
788,33
789,62
789,97
789,747
789,833
789,876
789,218
789,527
789,862
790,377
790,613
790,79
790,977
790,183
791,14
791,634
791,156
791,643
791,818
791,734
792,692
792,150
792,476
792,304
792,277
792,498
792,371
793,635
793,69
793,145
793,169
793,900
793,94
794,365
794,867
794,350
794,230
794,593
794,307
794,577
794,205
795,846
795,473
795,822
795,550
795,604
796,311
796,303
796,254
797,17
798,719
798,600
798,592
798,43
798,726
798,319
798,800
798,112
799,494
799,723
799,491
799,881
799,302
800,617
800,486
800,624
800,272
801,664
801,109
801,182
802,84
802,762
802,978
802,574
802,381
802,174
802,670
803,712
803,871
803,861
803,470
803,101
803,292
803,474
803,569
803,514
803,930
804,287
804,77
804,909
805,559
805,189
805,677
805,834
805,277
805,11
805,882
806,526
806,754
806,477
806,322
806,91
806,227
806,106
806,102
807,262
807,538
807,232
807,591
808,777
808,708
808,368
809,777
809,689
809,889
809,873
809,92
809,183
810,298
810,188
810,312
810,427
810,210
810,486
811,89
811,342
811,916
811,134
811,587
811,124
811,438
812,125
813,425
813,145
813,66
813,572
813,279
813,372
814,26
814,335
814,901
814,174
815,287
815,819
815,518
815,920
815,580
816,108
816,653
816,743
816,375
816,268
816,101
817,793
817,784
817,447
817,787
817,930
818,263
818,698
818,809
818,39
818,160
819,958
819,482
819,940
819,169
819,250
819,327
820,775
820,50
820,981
820,135
821,142
821,500
821,463
822,295
822,50
823,630
823,425
823,267
823,715
823,450
824,640
824,675
824,710
824,567
824,642
825,838
825,160
826,252
826,724
826,86
827,108
827,579
827,174
827,141
827,596
828,282
828,537
828,597
828,969
828,620
828,280
829,891
829,609
829,715
830,96
830,152
830,923
830,227
831,833
831,352
831,487
831,302
831,244
831,418
832,148
832,207
832,143
832,416
832,955
832,827
832,326
832,22
833,300
833,627
833,556
833,718
833,722
833,902
834,799
834,398
834,963
835,44
835,584
835,76
835,398
835,901
835,2
836,761
836,345
836,490
836,502
836,492
836,171
837,187
837,810
837,873
838,835
838,116
838,246
838,502
839,45
839,537
839,847
839,294
839,599
839,555
840,96
840,27
840,272
841,606
841,40
841,937
841,830
841,528
841,865
841,102
842,272
842,608
842,508
842,763
843,430
843,765
843,143
843,714
843,393
843,166
843,892
844,946
844,9
844,795
844,966
844,624
844,446
844,429
845,57
845,594
845,749
845,346
845,106
845,527
846,798
846,698
846,351
846,925
846,444
846,66
846,550
847,385
847,68
847,226
847,350
848,17
848,958
848,262
848,940
849,919
849,284
849,837
849,645
849,28
850,45
850,402
850,57
850,155
850,465
850,435
850,908
851,1
851,281
851,982
851,550
851,696
851,578
852,231
852,759
852,71
852,510
852,362
853,583
853,118
853,825
853,983
853,922
854,97
854,191
854,760
854,359
854,984
854,405
854,711
855,497
855,139
855,269
855,944
855,801
855,182
855,671
856,88
856,421
856,147
856,567
856,170
857,802
857,137
857,411
857,678
857,863
857,73
858,957
858,363
858,583
858,602
859,712
859,618
859,65
859,567
859,521
860,221
860,240
860,599
860,578
861,109
861,744
861,151
861,751
861,787
862,677
862,801
862,717
863,949
863,269
863,69
864,851
864,646
864,139
864,470
864,249
865,730
865,258
865,764
865,882
866,807
866,560
866,590
867,281
867,77
867,128
867,274
867,935
867,479
868,840
868,139
868,403
868,436
868,509
869,914
869,866
869,330
869,828
869,236
870,798
870,593
870,621
870,47
870,671
871,154
871,714
871,205
871,985
872,691
872,768
872,537
872,582
872,956
873,589
873,794
873,322
873,58
873,362
874,543
874,553
874,141
874,252
875,79
875,801
875,962
875,270
875,107
875,895
876,117
876,496
877,26
877,399
877,863
878,890
878,413
878,155
878,674
879,835
879,764
879,94
880,285
880,36
880,463
880,215
880,731
880,429
881,806
881,711
881,706
881,124
882,719
882,935
882,674
882,830
883,73
883,18
883,129
883,685
884,216
884,562
884,894
884,772
885,516
885,675
885,349
885,986
885,295
885,376
886,49
886,454
886,561
886,176
886,971
886,244
886,769
887,473
887,803
888,637
888,180
888,189
889,114
889,264
889,121
889,863
889,160
889,335
889,251
889,521
890,906
890,942
890,948
890,3
891,351
891,441
891,878
892,684
892,640
892,443
892,218
892,551
892,34
893,796
893,804
893,725
894,951
894,746
894,816
894,445
895,144
895,250
895,524
896,809
896,47
897,840
897,973
897,745
897,394
897,850
897,803
897,770
898,753
898,894
898,987
899,603
899,274
899,975
899,419
899,124
900,957
900,138
900,273
900,969
900,252
900,341
901,435
901,152
901,135
901,264
902,673
902,76
902,933
902,910
902,238
903,127
903,476
903,660
903,67
903,580
904,407
904,433
904,696
905,114
905,118
905,962
905,218
906,814
906,784
906,241
906,250
906,29
906,72
907,240
907,839
907,189
907,903
908,151
908,742
908,796
908,564
908,316
909,633
909,24
909,886
909,959
909,985
910,529
910,430
910,46
910,747
910,809
910,796
910,268
910,731
911,516
911,151
911,614
911,498
911,739
912,336
912,271
912,927
912,321
912,886
912,878
912,176
913,515
913,256
913,940
913,480
913,873
913,527
914,485
914,433
914,425
914,668
915,646
915,352
915,611
915,763
915,502
915,346
916,257
916,278
916,337
916,720
916,492
917,706
917,566
917,311
917,290
917,789
918,513
918,913
918,876
918,110
918,473
919,714
919,847
919,550
919,378
919,486
919,101
919,228
920,681
920,209
920,500
920,202
920,918
920,243
920,510
920,111
921,409
921,765
921,31
921,455
921,648
921,498
921,859
921,153
922,732
922,199
922,744
922,162
923,600
923,240
923,409
924,268
924,77
924,634
924,872
925,586
925,847
925,456
925,165
925,783
925,487
926,599
926,778
926,162
926,338
927,512
927,533
927,923
927,68
928,793
928,812
928,611
929,49
929,586
929,849
929,715
929,405
929,782
929,859
929,970
930,914
930,300
930,573
931,485
931,294
931,820
931,270
931,92
931,670
932,776
932,935
932,125
932,789
933,279
933,213
933,438
934,397
934,714
934,881
935,210
935,65
935,796
935,825
936,928
936,706
936,623
936,346
936,705
937,973
937,517
937,161
937,734
937,904
937,55
938,249
938,594
938,555
939,515
939,621
939,747
939,401
939,130
939,227
940,568
940,48
941,283
941,888
941,894
941,456
942,295
942,475
942,430
943,755
943,955
943,701
944,988
944,771
945,415
945,430
945,606
945,189
945,929
945,769
946,537
946,533
946,658
946,971
946,43
946,511
946,869
946,646
947,339
947,792
948,493
948,32
948,879
948,165
948,355
949,928
949,706
949,31
949,883
949,344
950,273
950,817
950,574
950,151
951,570
951,359
951,422
951,123
951,863
951,395
952,989
952,404
952,520
952,238
952,413
952,931
953,990
953,899
953,32
953,699
953,469
953,105
953,408
953,435
953,690
954,400
954,62
954,30
954,387
954,83
954,363
954,60
955,70
955,56
955,637
955,543
955,918
955,752
956,719
956,431
956,833
956,380
956,977
956,446
956,985
957,371
957,339
957,172
957,898
957,737
957,580
958,613
958,224
958,879
958,337
958,146
959,617
959,733
959,717
959,863
959,965
960,440
960,744
960,588
960,134
960,479
960,671
961,50
961,719
961,216
961,964
961,514
962,932
962,395
962,814
963,609
963,427
963,98
963,414
963,437
964,777
964,184
964,680
964,90
964,471
964,986
965,127
965,914
965,776
965,395
965,800
966,62
966,978
966,463
967,608
967,23
967,491
967,651
967,111
967,12
968,389
968,66
968,593
968,899
969,184
969,632
969,531
969,351
969,204
969,620
969,650
970,215
970,392
970,626
970,388
971,735
971,585
971,984
971,235
972,973
972,828
972,294
972,520
972,449
972,486
973,903
973,728
973,474
973,92
973,522
974,627
974,141
975,790
975,317
975,833
975,122
975,135
976,681
976,83
976,754
976,563
976,269
976,220
977,77
977,295
977,706
977,742
978,499
978,848
978,755
978,170
978,386
978,501
979,988
979,380
979,816
979,59
979,727
980,906
980,219
980,357
980,547
981,858
981,51
981,991
981,246
981,534
982,582
982,623
982,640
982,28
983,653
983,574
983,251
983,627
984,896
984,791
984,422
984,463
984,734
984,113
985,414
985,50
985,489
985,102
986,760
986,889
986,597
986,815
986,924
986,955
987,795
987,214
987,734
987,262
987,417
988,666
988,213
988,429
989,215
989,610
989,362
989,255
990,340
990,675
990,383
990,704
990,824
990,936
991,992
991,804
991,674
991,54
991,94
992,148
993,136
993,293
993,516
993,289
994,18
994,388
994,435
994,252
994,376
994,335
994,639
995,698
995,311
995,813
995,666
995,621
995,573
995,436
996,263
996,887
996,312
996,670
996,503
997,819
997,579
997,8
997,550
997,932
998,73
998,165
998,387
998,937
999,831
1000,839
1000,833
1000,861
1000,890
1000,865
1000,33
1001,624
1001,593
1001,647
1001,464
1001,783
1001,135
1001,953
1002,846
1002,684
1002,132
1002,825
1002,92
1002,746
1003,516
1003,866
1003,426
1003,16
1003,278
1003,538
1003,386
1003,808
1004,910
1004,554
1004,933
1004,501
1004,821
1005,480
1005,762
1005,643
1006,891
1006,155
1006,78
1006,246
1006,983
1006,167
1007,794
1007,398
1007,759
1007,804
1007,147
1008,724
1008,100
1008,157
1008,368
1008,859
1009,358
1009,186
1010,794
1010,927
1010,605
1010,544
1010,262
1010,194
1011,539
1011,5
1011,100
1011,577
1011,548
1012,57
1012,266
1012,395
1012,147
1012,734
1012,580
1012,993
1013,942
1013,66
1013,727
1014,140
1014,392
1014,775
1014,569
1015,290
1015,376
1015,207
1016,238
1016,51
1016,576
1016,145
1017,96
1017,994
1017,415
1017,114
1018,657
1018,248
1018,611
1018,338
1018,647
1018,773
1019,916
1019,169
1019,420
1019,200
1020,843
1020,493
1020,710
1020,235
1020,290
1021,364
1021,728
1021,820
1021,443
1021,931
1022,47
1022,541
1022,972
1023,114
